relation_id,source_id,source_name,source_type,relation_type,relation_label,target_id,target_name,target_type,direction,usage,layer,analytics_enabled,mention_count,document_count,paragraph_count,category_count,evidence_count,evidence_strength,example_text,example_url
rel_f82f9b53260d,ent_77cc414a3468,普賢,BuddhistFigure,person_participates_in_activity,人物参与活动,ent_dd79e187a078,靈山會,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,佛在靈山會上說《法華經》時，普賢於寶威德上王佛國與無量無邊百千萬億菩薩共來聽受。⟂S⟂普賢在會上表示，世尊入滅後五百年際，有人受持是經者，我當乘六牙白象王，與大菩薩俱詣其所，供養守護，安慰其心。,https://books.masterhsingyun.org/ArticleDetail/artcle22913
rel_2d582eefaa36,ent_39a8d1383c80,普賢菩薩,BuddhistFigure,person_performs_practice,人物实践修行,ent_e5e2f674a600,大願,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,講到布施喜捨，師父是最懂得身體力行普賢菩薩「廣修供養」大願的人了。,https://books.masterhsingyun.org/ArticleDetail/artcle17421
rel_a42da1c0c486,ent_7c6a4f624c7a,普賢行願品,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_451aac4b11fb,讚歎,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,諸經對回向的論述甚多，如〈普賢行願品〉云：「所有禮讚供養福，請佛住世轉法輪，隨喜懺悔諸善根，回向眾生及佛道。」⟂S⟂也就是將禮敬、讚歎、供養、懺悔、隨喜、勸請等功德，回向給一切眾生，與眾生共成佛道。,https://books.masterhsingyun.org/ArticleDetail/artcle2078
rel_99b1e7299a2a,ent_71b299f68928,普門品,Classic,classic_records_person,经典记载人物,ent_59739e05c9e6,觀世音菩薩,BuddhistFigure,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,佛陀在菩提樹下修行時，曾感猿猴獻果；⟂S⟂唐朝善導大師，一心念佛，非力竭不休，雖寒冬亦須念至流汗，以表至誠。⟂S⟂後來善導大師每念阿彌陀佛一聲，就有一道光明從其口出，念十聲百聲，光明也是一樣，而且旁人都能看到。⟂S⟂《普門品》中提到：若有執持觀世音菩薩名號的人，無論在什麼大火之中，也不會恐怖火的燃燒，這是由於菩薩的威德神力。⟂S⟂又說：如果面臨傷害或殺害的時候，稱念觀世音菩薩的名號，刀或杖就會一段一段的折壞，既不能打，又不能殺。⟂S⟂這都是說明一個人只要有修行，隨時都能獲得三寶的加護。,https://books.masterhsingyun.org/ArticleDetail/artcle2853
rel_dd6e7e1f0dd5,ent_71b299f68928,普門品,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_9b668ed79f6f,一心稱名,Concept,directed,core_usable,stable_entity_graph,true,3,2,2,2,3,multi_article,抄經是定慧等持的修行法門，透過專注抄經，是定，能使人雜念消除，是慧，其作用與《普門品》的「一心稱名」，或者《阿彌陀經》的「一心不亂」，並無二致。⟂S⟂抄經對吾人所產生的影響，諸多參與的信眾表示：「改變負面思考；,https://books.masterhsingyun.org/ArticleDetail/artcle24256
rel_3c4efd639b56,ent_71b299f68928,普門品,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_bc1cc60195cb,供養,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,不過，信仰重在專一，信仰重在一心，如─《普門品》中的「一心稱名」、「一心供養」，─《阿彌陀經》中的「一心不亂」、「一念往生」，都是證明一心一意，心誠則靈。⟂S⟂因此，宗教徒對於自己所選擇的宗教信仰要忠貞、要專一。,https://books.masterhsingyun.org/ArticleDetail/artcle692
rel_5865b56e9ade,ent_50ad76fa1dd9,智度論,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_95b94cee0972,阿含,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,故智度論序云：知邪病之自起故，阿含為之作；,https://books.masterhsingyun.org/ArticleDetail/artcle24749
rel_6c5c7cd21dda,ent_b1e217884f50,智慧,DoctrineTerm,concept_complementary_with,概念在语境中相互助成,ent_6deef676b2d3,福德,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,人間佛教的走入生活，並非教人一直停留在向外追求福德、心為塵境所轉的凡智狀態，而是在教導福慧相資的修行人生，期許昇華到以智慧心靈自在轉境、無執奉獻的菩薩生命人格，否則人間佛教將無法實現自覺覺人的成佛理想。,https://books.masterhsingyun.org/ArticleDetail/artcle17807
rel_8b0b36470ef6,ent_b1e217884f50,智慧,DoctrineTerm,concept_defined_as,概念定义为,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,4,0,0,0,1,single_article,佛教講智慧，智慧就是佛法；,https://books.masterhsingyun.org/ArticleDetail/artcle9671
rel_06988e439d86,ent_b1e217884f50,智慧,DoctrineTerm,concept_defined_as,概念定义为,ent_3ebe15833764,無明,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,愚痴，心性暗昧，沒有通達事理的智慧就是「無明」之謂。,https://books.masterhsingyun.org/ArticleDetail/artcle2052
rel_30638e59ba94,ent_b1e217884f50,智慧,DoctrineTerm,concept_defined_as,概念定义为,ent_f05ed2a8b47d,神通,DoctrineTerm,directed,core_usable,stable_entity_graph,true,3,0,0,0,1,single_article,生活中有智慧，智慧就是神通。,https://books.masterhsingyun.org/ArticleDetail/artcle1336
rel_b74332cc74fe,ent_b1e217884f50,智慧,DoctrineTerm,concept_defined_as,概念定义为,ent_4c194eb34333,般若,DoctrineTerm,directed,core_usable,stable_entity_graph,true,2,0,0,0,1,single_article,六、般若：修學前五種方法而顯現的智慧就是般若，有了般若，就可明見一切事理。,https://books.masterhsingyun.org/ArticleDetail/artcle21856
rel_4d7578acde48,ent_b1e217884f50,智慧,DoctrineTerm,concept_has_causal_role,概念具有因果角色,ent_247b5c2351b8,方便,DoctrineTerm,directed,core_usable,stable_entity_graph,true,2,0,0,0,1,single_article,隨緣就是由智慧所產生的方便，也就是般若，在隨緣中要記住應有的原則和操守。,https://books.masterhsingyun.org/ArticleDetail/artcle15693
rel_b0d0a5878836,ent_b1e217884f50,智慧,DoctrineTerm,concept_named_as,概念命名为,ent_4c194eb34333,般若,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,佛教裡的智慧稱為般若，是一種沒有染汙的智慧，唯有最善、最美、最真的智慧，才能叫做般若。,https://books.masterhsingyun.org/ArticleDetail/artcle13882
rel_f06ae6d3cc18,ent_b1e217884f50,智慧,DoctrineTerm,doctrine_constrained_by,义理受条件或范围限制,ent_fbae646972f2,信仰,Concept,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,由此可知，智慧不是物質上的財寶所能比擬的，而這個智慧的大海，必須用「信仰」來發掘。,https://books.masterhsingyun.org/ArticleDetail/artcle2876
rel_a7f50cd528e2,ent_2581df44db2c,智慧門,DoctrineTerm,concept_complementary_with,概念在语境中相互助成,ent_cb280884f4b2,禪定門,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,(1)三種止觀：天台宗最有名的修行方法是三種止觀。⟂S⟂何謂止觀？⟂S⟂「止」是停止、止息的意思，指停止一切的心念而住於無念之中，摒除一切的妄想，令生正定的智慧。⟂S⟂「觀」是觀想、貫穿的意思，是止息散亂的妄想之後，進一步觀想諸法，以發真智，徹悟諸法實相的本體。⟂S⟂止是止息一切諸法妄念，為靜態、消極性地不造作，為禪定門；⟂S⟂觀是觀想緣境、觀想光明，為動態、積極性地再用功，為智慧門。⟂S⟂此二者如車之兩輪、鳥之雙翼，為求道者修禪發慧之要門。,https://books.masterhsingyun.org/ArticleDetail/artcle3702
rel_f99a509b73bc,ent_c1ed27b944da,曹洞宗,SchoolTradition,returns_to_origin_or_continues_spirit,回归源头或延续精神,ent_0b2e6e9daabf,禪,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,這正反應了宋代曹洞宗向達摩禪回歸的趨勢，在形式上更接近神秀的北宗禪。,https://books.masterhsingyun.org/ArticleDetail/artcle6651
rel_cb87b60099da,ent_3c0dbd225d06,有情,Group,concept_defined_as,概念定义为,ent_b35b69fd5ff9,眾生,DoctrineTerm,directed,core_usable,stable_entity_graph,true,2,0,0,0,1,single_article,「有情」就是「眾生」，只是古來高僧大德在詮釋上有所差別。,https://books.masterhsingyun.org/ArticleDetail/artcle13656
rel_bc952a687446,ent_3c0dbd225d06,有情,Group,concept_defined_as,概念定义为,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,攝善法戒就是佛法，攝律儀戒就是佛法，饒益有情就是佛法，慈悲就是佛法。,https://books.masterhsingyun.org/ArticleDetail/artcle16280
rel_336857b60b57,ent_e92d507e12fb,末利夫人,Concept,concept_named_as,概念命名为,ent_bb338d67fbd4,琉璃太子,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,末利夫人生了孩子叫做琉璃太子，在琉璃太子八歲的時候，奉父親波斯匿王的命令，到射術有名的迦毗羅衛國來學習射術。,https://books.masterhsingyun.org/ArticleDetail/artcle7064
rel_635579f5544e,ent_e2a8f8b750b3,末那識,DoctrineTerm,concept_has_subconcept,概念包含下位概念,ent_e26bec9c3bd3,執著,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,*1末那識：指第七識。 ⟂S⟂ 此識恆與我痴、我見、我慢、我愛等四煩惱相應，恆審第八阿賴耶識之見分為「我、我所」而執著，故其特質為恆審思量。,https://books.masterhsingyun.org/ArticleDetail/artcle14305
rel_59624d0f9526,ent_e2a8f8b750b3,末那識,DoctrineTerm,consciousness_transforms_into_wisdom,识转化为智,ent_86646936d7c3,平等性智,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,第四、理見則智明：一個修行人要設法轉「識」成「智」，轉眼、耳、鼻、舌、身等前五識為成所作智，讓我們所做所為均是為眾生行善；⟂S⟂轉第六識為妙觀察智，善於觀察諸法實相；⟂S⟂轉第七末那識為平等性智，觀一切有情悉皆平等；⟂S⟂轉阿賴耶識為大圓鏡智，得離一切虛妄分別。⟂S⟂能夠確實轉識成智，就已經達到了智慧朗現的解脫境界。,https://books.masterhsingyun.org/ArticleDetail/artcle7983
rel_ef1db4e5ec75,ent_d7590e18e650,本懷,DoctrineTerm,concept_has_subconcept,概念包含下位概念,ent_a6b94c65c717,人間佛教,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,因此，不管你是從哪一個宗派、哪一個國家、哪一個語系、哪一個路線來認識佛教，都應該以人間的佛陀為中心，佛陀的本懷就是包括所有宗派的人間佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle9827
rel_53358eac79e0,ent_288b54a99ad4,本來面目,Concept,concept_defined_as,概念定义为,ent_a6b94c65c717,人間佛教,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,在距離釋迦佛教二千多年後，星雲大師透過佛教的種種外在形相，直接溯源釋迦佛教的公理，由佛陀的本懷和真切的教義推論出佛教的本來面目就是人間佛教，是一種慈悲為本、利益眾生的佛教，是一個以個人解脫為基礎而重心落實在眾生皆成佛的佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle17785
rel_f872f6128899,ent_288b54a99ad4,本來面目,Concept,concept_defined_as,概念定义为,ent_f7e49f4ae092,實相,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,3.無得而修：我們的本來面目就是法身實相，如果有修證的意念，便被修證之相所繫縛，就不是如實的修證。,https://books.masterhsingyun.org/ArticleDetail/artcle7544
rel_11cebfe14fd5,ent_288b54a99ad4,本來面目,Concept,concept_defined_as,概念定义为,ent_b265c0f135b0,涅槃,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,另外，禪宗的證得「本來面目」就是涅槃。,https://books.masterhsingyun.org/ArticleDetail/artcle3429
rel_52cc1655ab9a,ent_288b54a99ad4,本來面目,Concept,concept_equivalent_to,概念等同或同义,ent_ced3b75054f2,法身,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,有時候，我們以為身體是我們的，其實這一個臭皮囊不是我們的，身體是有為法，所謂「一切有為法，如夢幻泡影，如露亦如電，應作如是觀」。⟂S⟂一切有為法都是虛妄的，但是在虛妄的假相身體裡，卻有一個真正無位的真人，那就是我們的法身、我們的真如、我們的本性，就是我們的本來面目。,https://books.masterhsingyun.org/ArticleDetail/artcle151
rel_18b05f4a5853,ent_288b54a99ad4,本來面目,Concept,concept_equivalent_to,概念等同或同义,ent_4c194eb34333,般若,DoctrineTerm,symmetric,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,般若是什麼？⟂S⟂六祖惠能大師說：「菩提般若之智，世人本自有之；⟂S⟂只緣心迷，不能自悟，須假大善知識，示導見性。⟂S⟂當知愚人智人，佛性本無差別，只緣迷悟不同，所以有愚有智。」⟂S⟂般若不是外來的知識，而是眾生的清淨光明本性，是眾生的本來面目；⟂S⟂般若是法身、實相、自性、佛性的同義詞。⟂S⟂般若是我們人之本源、人之根本、真如佛性，就是我們的本來面目。⟂S⟂,https://books.masterhsingyun.org/ArticleDetail/artcle24162
rel_cacfbc06996a,ent_9fdd176d752a,本生經,Classic,classic_records_person,经典记载人物,ent_62cf8ccca072,佛陀,BuddhistFigure,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,勘破輪迴、超越輪迴，進而不畏輪迴，住於輪迴之中而不為輪迴所染。⟂S⟂譬如凡夫依業力輪迴，二乘急於解脫輪迴，而菩薩以大願力，發願再來輪迴轉生；⟂S⟂譬如觀世音菩薩的倒駕慈航救度眾生，慈航法師的乘願再來的自我期許；⟂S⟂在《淨土聖賢錄》中，也載有許多高僧大德祈求往生淨土，甚至暫住兜率淨土，再來人世幫助眾生的事蹟。⟂S⟂西藏喇嘛圓寂之後，再轉世人間，如達賴喇嘛、班禪喇嘛，他們的事蹟都歷歷可考。⟂S⟂這些古聖前賢以菩薩的悲心大願，「但願眾生得離苦，不為自己求安樂」。⟂S⟂不做人間逃兵，甘為苦海慈航，好比蓮花生於淤泥而不染，雖然再來娑婆惡世輪迴，但是卻沒有生死的痛苦。⟂S⟂他們這種勇於投身輪迴，不為輪迴所苦的悲行，才是真正超越輪迴的聖者。⟂S⟂《本生經》裡記載佛陀的前世有時為天神，有時為畜生，有時為沙門，有時為王侯，輪迴不息，實踐六度萬行的菩薩道，忙碌於度化眾生，成就菩提佛事。,https://books.masterhsingyun.org/ArticleDetail/artcle3430
rel_21581723f5d3,ent_9fdd176d752a,本生經,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_7f440e9c5bcf,菩薩道,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,勘破輪迴、超越輪迴，進而不畏輪迴，住於輪迴之中而不為輪迴所染。⟂S⟂譬如凡夫依業力輪迴，二乘急於解脫輪迴，而菩薩以大願力，發願再來輪迴轉生；⟂S⟂譬如觀世音菩薩的倒駕慈航救度眾生，慈航法師的乘願再來的自我期許；⟂S⟂在《淨土聖賢錄》中，也載有許多高僧大德祈求往生淨土，甚至暫住兜率淨土，再來人世幫助眾生的事蹟。⟂S⟂西藏喇嘛圓寂之後，再轉世人間，如達賴喇嘛、班禪喇嘛，他們的事蹟都歷歷可考。⟂S⟂這些古聖前賢以菩薩的悲心大願，「但願眾生得離苦，不為自己求安樂」。⟂S⟂不做人間逃兵，甘為苦海慈航，好比蓮花生於淤泥而不染，雖然再來娑婆惡世輪迴，但是卻沒有生死的痛苦。⟂S⟂他們這種勇於投身輪迴，不為輪迴所苦的悲行，才是真正超越輪迴的聖者。⟂S⟂《本生經》裡記載佛陀的前世有時為天神，有時為畜生，有時為沙門，有時為王侯，輪迴不息，實踐六度萬行的菩薩道，忙碌於度化眾生，成就菩提佛事。,https://books.masterhsingyun.org/ArticleDetail/artcle3430
rel_ec912bd9ca26,ent_f8cdc44e895f,極樂世界,PlaceRealm,concept_named_as,概念命名为,ent_5c71e7d58c52,極樂,PlaceRealm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,阿彌陀佛的極樂世界，位於娑婆世界西方，距離此方約十萬億佛土，教主阿彌陀佛已經成佛十劫，正在彼土說法。⟂S⟂極樂世界因為「無有眾苦，但受諸樂」，故名極樂。⟂S⟂極樂淨土的風光是：黃金鋪地、七寶樓閣、七重欄楯、七重羅網、七重行樹、七寶池、八功德水，四邊階道都是由金、銀、琉璃、玻璃諸寶合成。⟂S⟂日常生活則是思衣得衣，思食得食，來往飛行自在；⟂S⟂居民都是善人相聚，無有男女之分，皆由蓮花化生。⟂S⟂極樂世界是阿彌陀佛在因地修行時所發四十八大願，以無盡悲願功德建設而成。⟂S⟂阿彌陀佛向眾生宣誓，一切有情只要信賴彌陀願力，願生西方，專誠恭謹稱念彌陀聖號而至一心不亂，與彌陀佛力感應，身心得到護念攝受，即可往生極樂世界。⟂S⟂相對於藥師佛之追求現世的安樂，極樂世界則帶給娑婆眾生對未來的生命充滿無限希望。,https://books.masterhsingyun.org/ArticleDetail/artcle9073
rel_4391150971ed,ent_68420ed6aa67,果報,Concept,concept_has_quality,概念具有属性,ent_de77c6f5f383,自作自受,DoctrineTerm,directed,core_usable,stable_entity_graph,true,3,2,2,1,3,multi_article,大師又說：「佛教的審判者，不是上帝，是自己，依每個人自己的因果業力來審判今生、來世的種種。⟂S⟂業力、果報雖有不同，但都是自作自受。⟂S⟂因此，不是佛祖來審判，也不必讓上帝來審判，我們自己本身的行為，就決定了自己未來的命運。」,https://books.masterhsingyun.org/ArticleDetail/artcle17111
rel_821bcca72981,ent_68420ed6aa67,果報,Concept,doctrine_constrained_by,义理受条件或范围限制,ent_61654ef63947,因緣,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,《大寶積經》中說：「假使經百劫，所作業不亡，因緣會遇時，果報還自受。」⟂S⟂意思是說，一個人過去所造作的惡業，不管經過一年、兩年、百年，甚至百千萬劫無限的時間，在業報還沒有還清之前，是不會消失的，因緣和合的時候，終究要由自己去接受、承擔果報，這就是「自作自受」的道理。,https://books.masterhsingyun.org/ArticleDetail/artcle9642
rel_532c66168d92,ent_f138c5467d9e,根本煩惱,DoctrineTerm,concept_defined_as,概念定义为,ent_5c024ea8045e,貪瞋痴,Concept,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,人的根本煩惱就是貪瞋痴，因此要「勤修戒定慧，息滅貪瞋痴」，只要三毒息滅，三慧明朗，就能破除無始以來的無明，這就是「自覺」，也就是禪宗所說的「開悟」或「見性」。,https://books.masterhsingyun.org/ArticleDetail/artcle3798
rel_979712103ec7,ent_7f8e8227a82f,梵網經,Classic,classic_interpreted_as_doctrine,经典被阐释为教义或主张,ent_a0277c16bbd2,修道,PracticeActivity,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,所譯的經典，對中國佛教的發展有很大的影響，如《梵網經》的譯出，中土依之而傳大乘戒。 ⟂P⟂ 本經分為上、下二卷，主要是在說明菩薩修道的階位及應受持的十重四十八輕的戒相。,https://books.masterhsingyun.org/ArticleDetail/artcle2491
rel_21775fc8f8c6,ent_7f8e8227a82f,梵網經,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_30526f889912,菩提樹,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,諸佛之教門亦重重無盡，莊嚴法身無所障閡，一部所詮之法門重重無盡，譬如梵王之網，故稱《梵網經》。 ⟂S⟂ 本經係盧舍那佛本說，釋迦牟尼佛菩提樹下重說，著重於對父母、師僧、三寶的孝順，以慈悲孝順為持戒的根本，不但具有經的性質，也有律的性質，而且是以律為重點，因此可稱之為「經中之律」。,https://books.masterhsingyun.org/ArticleDetail/artcle3969
rel_2d9dc2e2ebd3,ent_7f8e8227a82f,梵網經,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_b6a37c43e816,菩薩戒,Concept,directed,core_usable,stable_entity_graph,true,4,4,4,2,4,multi_article,4.戒律的種類：佛教戒律因受持者身分和發心的不同，有在家的三皈五戒、八關齋戒、菩薩戒；⟂S⟂出家的沙彌及沙彌尼戒、式叉摩那戒、比丘戒、比丘尼戒及菩薩戒。⟂S⟂從戒律受持的層次來說，是漸次受持的；⟂S⟂從受持的內涵來看，因在家與出家而有不同。⟂S⟂以菩薩戒為例，《優婆塞戒經》記載在家菩薩戒為「六重二十八輕戒」；⟂S⟂《梵網經》記載出家菩薩戒為「十重四十八輕戒」。,https://books.masterhsingyun.org/ArticleDetail/artcle8403
rel_1e8193fa8aa3,ent_53126da8d922,森羅萬象,Concept,concept_defined_as,概念定义为,ent_f7e49f4ae092,實相,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,「天台宗」主張萬法一如，森羅萬象即是實相，無非中道，無不圓具空、假、中三諦。,https://books.masterhsingyun.org/ArticleDetail/artcle22945
rel_158da28e2015,ent_dda32765796c,楞嚴經,Classic,classic_interpreted_as_doctrine,经典被阐释为教义或主张,ent_5eb4f1a11dae,慈悲觀,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,菩薩道的實踐，除了四弘誓願、四無量心、四攝法門、六波羅蜜等，還有《金剛經》的「無我相、人相、眾生相、壽者相」的般若觀；⟂S⟂《楞嚴經》的「如一眾生未成佛，終不於此取泥洹」的慈悲觀。⟂S⟂菩薩在日常生活裡，知一切有為法如夢、如幻、如泡、如影，心不著五欲塵垢，安住於正念，以水月為道場而作空華佛事。⟂S⟂所謂：「假使熱鐵輪，於汝頂上旋，終不為此苦，退失菩提心。」⟂S⟂這才是菩薩「自度度人，自覺覺他」的偉大功行。,https://books.masterhsingyun.org/ArticleDetail/artcle3988
rel_94a20cd1d487,ent_dda32765796c,楞嚴經,Classic,classic_records_person,经典记载人物,ent_59739e05c9e6,觀世音菩薩,BuddhistFigure,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,在《法華經》、《楞嚴經》中，觀世音菩薩自述在因地修習耳根圓通到了相當功行時，「盡聞不住，覺所覺空；⟂S⟂空覺極圓，空所空滅；⟂S⟂生滅既滅，寂滅現前。」⟂S⟂佛陀則讚美觀世音菩薩「慈眼視眾生，福聚海無量」；⟂S⟂在《金剛經》、《阿彌陀經》中記載︰「如來是真語者，實語者，不誑語者，不異語者。」⟂S⟂「十方諸佛，同聲讚歎釋迦牟尼佛於五濁惡世中能為希有之事。」⟂S⟂在《維摩詰經》中，眾香佛國以香飯作諸佛事，而其他佛土中，「諸佛威儀進止，諸所施為，無非佛事」。⟂S⟂維摩大士說︰「隨其心淨，則佛土淨。」⟂S⟂至於眾生為何見此土汙穢？⟂S⟂這正如螺髻梵王所說︰「心有高下，不依佛慧，故見此土為不淨耳。⟂S⟂菩薩於一切眾生悉皆平等，深心清淨，依佛智慧，則能見此佛土清淨。」,https://books.masterhsingyun.org/ArticleDetail/artcle16726
rel_89dc67ae2624,ent_ca05ff124652,楞伽經,Classic,classic_states_or_mentions_doctrine,经典陈述或提及教义,ent_09c32cd39d29,四種禪,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,「禪」起源於印度，原意是靜坐斂心、正思審慮，以達到定慧均等的狀態。⟂S⟂在佛陀之前，印度就有以「生天」為目的的坐禪思想；⟂S⟂到佛陀時，才展開遠離苦樂兩邊，以達中道涅槃為目的的禪。⟂S⟂從此以後，印度佛教的禪觀思想漸次發達，並產生無數的禪經。⟂S⟂隨著佛典的傳譯，在東漢末年，禪法已傳入中國，只是在初期時，大多是小乘的禪觀思想。⟂S⟂東晉鳩摩羅什以後，介紹各種禪法，而以念佛法門為主。⟂S⟂直到劉宋求那跋陀羅譯出四卷《楞伽經》，經中所說的四種禪法，激發了當時的習禪者另闢途徑，肇啟了菩提達摩的「如來自性清淨禪」。⟂S⟂達摩之後的慧可、僧璨，都被稱為楞伽師，道信於「楞伽禪」，吸收般若思想，依《文殊師利所說摩訶般若波羅蜜經》一行三昧，制立卓越的安心方便；⟂S⟂弘忍一面講《楞伽經》，另一面亦開講《金剛經》；⟂S⟂到六祖惠能，則以《金剛經》為正宗。,https://books.masterhsingyun.org/ArticleDetail/artcle8385
rel_6154dbbe5420,ent_b9c334cfd06e,歡喜,DoctrineTerm,concept_defined_as,概念定义为,ent_b9466da1d262,佛教,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,信佛教不一定限於禮佛、拜佛，和諧歡喜就是佛教。,https://books.masterhsingyun.org/ArticleDetail/artcle17321
rel_c540eb3e4cfc,ent_b9c334cfd06e,歡喜,DoctrineTerm,concept_defined_as,概念定义为,ent_9f4e43b60b58,功德,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,我們的運動也沒有勝敗的計較，而是為了聯誼，為求博君一笑，能讓大家哈哈大笑，歡喜就是世間無比的功德。,https://books.masterhsingyun.org/ArticleDetail/artcle19880
rel_fbf1fef8a45e,ent_c8db40f7532f,正法,DoctrineTerm,concept_defined_as,概念定义为,ent_e148ca0687f4,佛法,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,「正法將滅能護持」，什麼是正法？ ⟂S⟂ 就是正確的佛法，如三法印、四聖諦、四弘誓願、六度、八正道、十二因緣等等。,https://books.masterhsingyun.org/ArticleDetail/artcle14106
rel_135fd9ae0c2c,ent_c8db40f7532f,正法,DoctrineTerm,concept_defined_as,概念定义为,ent_613619ddfbdf,波羅蜜,DoctrineTerm,directed,core_usable,stable_entity_graph,true,1,0,0,0,1,single_article,又說攝受正法就是波羅蜜，也就是菩薩以布施、持戒、忍辱、精進、禪定、智慧六波羅蜜去成熟眾生，建立正法。,https://books.masterhsingyun.org/ArticleDetail/artcle2483
rel_97df73ffc455,ent_c8db40f7532f,正法,DoctrineTerm,concept_defined_as,概念定义为,ent_f76ae8b83972,真理,Concept,directed,core_usable,stable_entity_graph,true,3,0,0,0,1,single_article,正法就是真理，正確的見解、思想、念頭、言語、行為、職業、智慧等，能與真理相應，就是正法。,https://books.masterhsingyun.org/ArticleDetail/artcle8271
rel_52fd21d39220,ent_c8db40f7532f,正法,DoctrineTerm,doctrine_constrained_by,义理受条件或范围限制,ent_143b6f4eaba4,世間諸規律,Concept,directed,core_usable,stable_entity_graph,true,1,1,1,1,1,single_article,這四大宗旨如《現觀莊嚴論》提到：「諸欲饒益眾生者，道智令成世間利。」⟂S⟂《入行論》也說：「佛子不需學，畢竟皆無有，善學若如是，福德焉不至？⟂S⟂直接或間接，所行唯利他。」⟂S⟂眾生需要什麼，自己就得去學什麼，去做什麼，唯有這樣隨順有情的條件與根器，才可能成為眾生的導航，有情的津梁。⟂S⟂若一味地要求：你不能這樣做，你得這樣做……是無法真實利益眾生的。⟂S⟂而菩薩就是有特別善巧的做法，去利益有情。⟂S⟂如同聖天菩薩在《四百論》中說：「世間諸規律，隨彼行名法，是故較於法，世間力尤強。」⟂S⟂任何世間的規律，正法都會隨順；⟂S⟂所以雖然是內道佛弟子，也要看到世間法是具力的，能從眾生相應的世間法一直引導到正法，這之間自然會形成一條落英繽紛的坦途。,https://books.masterhsingyun.org/ArticleDetail/artcle15892
